"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,64,7,73,2023-03-17
"20 - 24",1,0,124,3,128,2023-03-17
"25 - 29",0,0,201,13,214,2023-03-17
"30 - 34",0,1,336,14,351,2023-03-17
"35 - 39",3,1,425,28,457,2023-03-17
"40 - 44",0,1,537,55,593,2023-03-17
"45 - 49",3,2,921,101,1027,2023-03-17
"50 - 54",3,5,1467,233,1708,2023-03-17
"55 - 59",7,5,1987,398,2397,2023-03-17
"60 - 64",10,10,2183,698,2901,2023-03-17
"65 - 69",13,11,2166,1076,3266,2023-03-17
"70 - 74",13,15,1942,1402,3372,2023-03-17
"75 - 79",18,10,1095,1012,2135,2023-03-17
"80 - 84",6,4,325,346,681,2023-03-17
"85 - 89",4,1,76,76,157,2023-03-17
">90",2,0,18,10,30,2023-03-17
