"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,46,6,54,2022-04-19
"20 - 24",4,1,106,0,111,2022-04-19
"25 - 29",4,0,178,11,193,2022-04-19
"30 - 34",7,2,310,13,332,2022-04-19
"35 - 39",3,0,395,26,424,2022-04-19
"40 - 44",7,8,492,47,554,2022-04-19
"45 - 49",8,6,876,91,981,2022-04-19
"50 - 54",18,4,1384,212,1618,2022-04-19
"55 - 59",27,12,1856,366,2261,2022-04-19
"60 - 64",21,15,2024,653,2713,2022-04-19
"65 - 69",34,16,1972,995,3017,2022-04-19
"70 - 74",26,16,1718,1315,3075,2022-04-19
"75 - 79",23,11,907,932,1873,2022-04-19
"80 - 84",10,5,213,296,524,2022-04-19
"85 - 89",0,3,42,50,95,2022-04-19
">90",1,0,5,4,10,2022-04-19
