"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,65,7,74,2023-03-27
"20 - 24",1,1,124,3,129,2023-03-27
"25 - 29",0,0,202,13,215,2023-03-27
"30 - 34",2,1,336,14,353,2023-03-27
"35 - 39",2,0,427,28,457,2023-03-27
"40 - 44",1,1,539,55,596,2023-03-27
"45 - 49",4,1,923,100,1028,2023-03-27
"50 - 54",4,0,1468,236,1708,2023-03-27
"55 - 59",7,5,1989,398,2399,2023-03-27
"60 - 64",14,5,2186,700,2905,2023-03-27
"65 - 69",16,10,2170,1078,3274,2023-03-27
"70 - 74",10,14,1955,1404,3383,2023-03-27
"75 - 79",16,3,1105,1016,2140,2023-03-27
"80 - 84",8,7,328,348,691,2023-03-27
"85 - 89",4,1,77,77,159,2023-03-27
">90",1,0,19,12,32,2023-03-27
