"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,58,7,67,2022-12-19
"20 - 24",4,0,117,2,123,2022-12-19
"25 - 29",2,0,194,13,209,2022-12-19
"30 - 34",3,0,330,14,347,2022-12-19
"35 - 39",4,3,415,26,448,2022-12-19
"40 - 44",2,1,527,52,582,2022-12-19
"45 - 49",3,2,911,98,1014,2022-12-19
"50 - 54",10,3,1442,223,1678,2022-12-19
"55 - 59",11,5,1952,390,2358,2022-12-19
"60 - 64",10,9,2133,688,2840,2022-12-19
"65 - 69",20,7,2105,1053,3185,2022-12-19
"70 - 74",16,7,1862,1378,3263,2022-12-19
"75 - 79",17,5,1032,989,2043,2022-12-19
"80 - 84",13,2,281,328,624,2022-12-19
"85 - 89",4,1,61,62,128,2022-12-19
">90",0,0,15,9,24,2022-12-19
