"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,59,7,67,2022-12-20
"20 - 24",4,0,117,2,123,2022-12-20
"25 - 29",1,0,195,13,209,2022-12-20
"30 - 34",3,0,330,14,347,2022-12-20
"35 - 39",3,2,417,26,448,2022-12-20
"40 - 44",2,1,527,53,583,2022-12-20
"45 - 49",4,1,911,98,1014,2022-12-20
"50 - 54",8,4,1444,223,1679,2022-12-20
"55 - 59",9,4,1953,391,2357,2022-12-20
"60 - 64",9,9,2136,689,2843,2022-12-20
"65 - 69",17,5,2112,1054,3188,2022-12-20
"70 - 74",13,10,1865,1378,3266,2022-12-20
"75 - 79",15,6,1035,990,2046,2022-12-20
"80 - 84",16,0,282,328,626,2022-12-20
"85 - 89",4,1,61,62,128,2022-12-20
">90",0,0,15,9,24,2022-12-20
