"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",4,1,43,6,54,2022-04-02
"20 - 24",4,3,102,0,109,2022-04-02
"25 - 29",5,1,175,11,192,2022-04-02
"30 - 34",5,3,310,11,329,2022-04-02
"35 - 39",3,1,392,26,422,2022-04-02
"40 - 44",6,6,487,47,546,2022-04-02
"45 - 49",8,4,871,92,975,2022-04-02
"50 - 54",20,7,1373,207,1607,2022-04-02
"55 - 59",22,16,1843,360,2241,2022-04-02
"60 - 64",28,23,2005,644,2700,2022-04-02
"65 - 69",31,21,1955,992,2999,2022-04-02
"70 - 74",33,25,1688,1304,3050,2022-04-02
"75 - 79",28,14,887,923,1852,2022-04-02
"80 - 84",9,7,203,288,507,2022-04-02
"85 - 89",1,3,37,49,90,2022-04-02
">90",1,0,4,4,9,2022-04-02
