"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,36,4,43,2022-01-15
"20 - 24",3,2,79,0,84,2022-01-15
"25 - 29",6,4,155,10,175,2022-01-15
"30 - 34",6,4,284,11,305,2022-01-15
"35 - 39",6,9,354,21,390,2022-01-15
"40 - 44",11,10,446,40,507,2022-01-15
"45 - 49",23,21,796,86,926,2022-01-15
"50 - 54",26,39,1290,185,1540,2022-01-15
"55 - 59",35,47,1715,334,2131,2022-01-15
"60 - 64",49,54,1850,594,2547,2022-01-15
"65 - 69",52,55,1789,920,2816,2022-01-15
"70 - 74",29,51,1560,1232,2872,2022-01-15
"75 - 79",21,31,797,865,1714,2022-01-15
"80 - 84",7,3,172,272,454,2022-01-15
"85 - 89",1,0,27,46,74,2022-01-15
">90",1,0,3,3,7,2022-01-15
