"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,25,3,29,2021-09-14
"20 - 24",5,0,56,0,61,2021-09-14
"25 - 29",6,3,114,7,130,2021-09-14
"30 - 34",5,9,195,7,216,2021-09-14
"35 - 39",6,10,235,15,266,2021-09-14
"40 - 44",9,9,337,30,385,2021-09-14
"45 - 49",6,14,643,68,731,2021-09-14
"50 - 54",8,31,1067,150,1256,2021-09-14
"55 - 59",13,29,1445,265,1752,2021-09-14
"60 - 64",18,31,1538,471,2058,2021-09-14
"65 - 69",12,40,1530,739,2321,2021-09-14
"70 - 74",13,18,1352,1017,2400,2021-09-14
"75 - 79",4,16,674,708,1402,2021-09-14
"80 - 84",4,2,142,231,379,2021-09-14
"85 - 89",1,0,18,40,59,2021-09-14
">90",0,0,3,2,5,2021-09-14
