"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,56,7,65,2022-11-24
"20 - 24",4,0,116,3,123,2022-11-24
"25 - 29",2,0,194,13,209,2022-11-24
"30 - 34",3,0,330,14,347,2022-11-24
"35 - 39",3,4,412,26,445,2022-11-24
"40 - 44",2,0,527,52,581,2022-11-24
"45 - 49",3,1,907,97,1008,2022-11-24
"50 - 54",9,3,1438,221,1671,2022-11-24
"55 - 59",12,3,1945,387,2347,2022-11-24
"60 - 64",15,5,2120,687,2827,2022-11-24
"65 - 69",23,7,2095,1042,3167,2022-11-24
"70 - 74",18,9,1849,1372,3248,2022-11-24
"75 - 79",21,5,1018,982,2026,2022-11-24
"80 - 84",12,1,275,324,612,2022-11-24
"85 - 89",3,1,60,62,126,2022-11-24
">90",0,0,13,9,22,2022-11-24
