"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,27,3,30,2021-10-22
"20 - 24",3,0,61,0,64,2021-10-22
"25 - 29",5,3,124,7,139,2021-10-22
"30 - 34",1,2,217,7,227,2021-10-22
"35 - 39",2,8,256,17,283,2021-10-22
"40 - 44",5,10,362,33,410,2021-10-22
"45 - 49",6,5,666,70,747,2021-10-22
"50 - 54",15,19,1096,160,1290,2021-10-22
"55 - 59",15,17,1489,274,1795,2021-10-22
"60 - 64",11,25,1586,486,2108,2021-10-22
"65 - 69",13,33,1563,757,2366,2021-10-22
"70 - 74",13,27,1378,1036,2454,2021-10-22
"75 - 79",11,20,683,718,1432,2021-10-22
"80 - 84",3,2,147,240,392,2021-10-22
"85 - 89",0,0,19,41,60,2021-10-22
">90",0,0,3,2,5,2021-10-22
