"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,26,3,30,2021-10-04
"20 - 24",4,0,60,0,64,2021-10-04
"25 - 29",6,5,117,7,135,2021-10-04
"30 - 34",4,2,210,7,223,2021-10-04
"35 - 39",6,11,244,15,276,2021-10-04
"40 - 44",8,10,346,32,396,2021-10-04
"45 - 49",10,5,655,69,739,2021-10-04
"50 - 54",20,15,1081,155,1271,2021-10-04
"55 - 59",17,15,1467,271,1770,2021-10-04
"60 - 64",26,22,1554,477,2079,2021-10-04
"65 - 69",14,20,1550,748,2332,2021-10-04
"70 - 74",13,22,1367,1021,2423,2021-10-04
"75 - 79",9,11,677,713,1410,2021-10-04
"80 - 84",2,1,144,234,381,2021-10-04
"85 - 89",0,0,19,40,59,2021-10-04
">90",0,0,3,2,5,2021-10-04
