"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,59,7,68,2022-12-28
"20 - 24",4,0,117,2,123,2022-12-28
"25 - 29",1,0,195,13,209,2022-12-28
"30 - 34",3,1,330,14,348,2022-12-28
"35 - 39",3,2,417,26,448,2022-12-28
"40 - 44",2,1,527,53,583,2022-12-28
"45 - 49",3,1,913,98,1015,2022-12-28
"50 - 54",11,0,1444,226,1681,2022-12-28
"55 - 59",12,10,1954,391,2367,2022-12-28
"60 - 64",13,7,2141,689,2850,2022-12-28
"65 - 69",20,6,2115,1055,3196,2022-12-28
"70 - 74",14,11,1869,1379,3273,2022-12-28
"75 - 79",16,10,1041,990,2057,2022-12-28
"80 - 84",10,4,288,331,633,2022-12-28
"85 - 89",6,1,61,62,130,2022-12-28
">90",0,0,15,9,24,2022-12-28
