"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,55,7,65,2022-11-11
"20 - 24",4,0,116,3,123,2022-11-11
"25 - 29",2,0,194,13,209,2022-11-11
"30 - 34",3,0,330,14,347,2022-11-11
"35 - 39",2,4,411,26,443,2022-11-11
"40 - 44",3,1,524,52,580,2022-11-11
"45 - 49",4,0,906,97,1007,2022-11-11
"50 - 54",12,1,1435,221,1669,2022-11-11
"55 - 59",11,5,1942,385,2343,2022-11-11
"60 - 64",16,8,2116,687,2827,2022-11-11
"65 - 69",19,4,2089,1041,3153,2022-11-11
"70 - 74",19,10,1844,1370,3243,2022-11-11
"75 - 79",16,8,1014,978,2016,2022-11-11
"80 - 84",14,4,269,322,609,2022-11-11
"85 - 89",4,0,59,62,125,2022-11-11
">90",0,0,13,9,22,2022-11-11
