"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,2,28,4,34,2021-11-21
"20 - 24",4,4,64,0,72,2021-11-21
"25 - 29",5,5,132,8,150,2021-11-21
"30 - 34",4,13,227,7,251,2021-11-21
"35 - 39",7,13,281,19,320,2021-11-21
"40 - 44",13,18,379,33,443,2021-11-21
"45 - 49",15,20,691,73,799,2021-11-21
"50 - 54",30,36,1129,163,1358,2021-11-21
"55 - 59",25,50,1523,282,1880,2021-11-21
"60 - 64",26,86,1626,513,2251,2021-11-21
"65 - 69",21,88,1607,795,2511,2021-11-21
"70 - 74",23,75,1412,1086,2596,2021-11-21
"75 - 79",16,50,705,749,1520,2021-11-21
"80 - 84",5,4,156,251,416,2021-11-21
"85 - 89",1,2,20,42,65,2021-11-21
">90",0,0,3,2,5,2021-11-21
