"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,51,7,61,2022-10-21
"20 - 24",4,2,114,2,122,2022-10-21
"25 - 29",2,1,193,12,208,2022-10-21
"30 - 34",2,1,328,14,345,2022-10-21
"35 - 39",4,2,409,26,441,2022-10-21
"40 - 44",3,2,520,52,577,2022-10-21
"45 - 49",4,3,902,96,1005,2022-10-21
"50 - 54",12,3,1427,219,1661,2022-10-21
"55 - 59",11,3,1937,383,2334,2022-10-21
"60 - 64",12,7,2104,684,2807,2022-10-21
"65 - 69",28,4,2074,1034,3140,2022-10-21
"70 - 74",20,11,1825,1357,3213,2022-10-21
"75 - 79",14,8,1006,970,1998,2022-10-21
"80 - 84",14,2,261,321,598,2022-10-21
"85 - 89",6,1,56,59,122,2022-10-21
">90",0,0,13,9,22,2022-10-21
