"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,45,6,54,2022-04-07
"20 - 24",5,1,104,0,110,2022-04-07
"25 - 29",4,1,176,11,192,2022-04-07
"30 - 34",6,3,310,12,331,2022-04-07
"35 - 39",5,0,392,26,423,2022-04-07
"40 - 44",7,6,489,47,549,2022-04-07
"45 - 49",8,3,873,92,976,2022-04-07
"50 - 54",16,5,1379,209,1609,2022-04-07
"55 - 59",28,9,1846,362,2245,2022-04-07
"60 - 64",24,20,2016,646,2706,2022-04-07
"65 - 69",29,16,1961,994,3000,2022-04-07
"70 - 74",33,25,1696,1306,3060,2022-04-07
"75 - 79",26,21,895,924,1866,2022-04-07
"80 - 84",8,6,207,290,511,2022-04-07
"85 - 89",3,4,37,50,94,2022-04-07
">90",1,1,4,4,10,2022-04-07
