"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,2,59,7,70,2022-12-29
"20 - 24",4,0,117,2,123,2022-12-29
"25 - 29",1,0,195,13,209,2022-12-29
"30 - 34",3,1,330,14,348,2022-12-29
"35 - 39",3,3,417,26,449,2022-12-29
"40 - 44",2,1,527,53,583,2022-12-29
"45 - 49",3,1,913,97,1014,2022-12-29
"50 - 54",11,1,1444,226,1682,2022-12-29
"55 - 59",13,7,1955,391,2366,2022-12-29
"60 - 64",15,8,2141,689,2853,2022-12-29
"65 - 69",18,5,2117,1055,3195,2022-12-29
"70 - 74",15,11,1870,1380,3276,2022-12-29
"75 - 79",15,12,1042,991,2060,2022-12-29
"80 - 84",11,4,288,331,634,2022-12-29
"85 - 89",6,1,61,62,130,2022-12-29
">90",0,0,15,9,24,2022-12-29
