"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,28,4,34,2021-11-11
"20 - 24",3,1,63,0,67,2021-11-11
"25 - 29",3,6,131,8,148,2021-11-11
"30 - 34",4,3,222,7,236,2021-11-11
"35 - 39",6,11,269,19,305,2021-11-11
"40 - 44",8,12,372,33,425,2021-11-11
"45 - 49",11,19,681,70,781,2021-11-11
"50 - 54",18,30,1117,163,1328,2021-11-11
"55 - 59",19,36,1512,276,1843,2021-11-11
"60 - 64",19,52,1610,503,2184,2021-11-11
"65 - 69",19,57,1590,780,2446,2021-11-11
"70 - 74",22,60,1394,1062,2538,2021-11-11
"75 - 79",14,33,697,731,1475,2021-11-11
"80 - 84",5,6,151,247,409,2021-11-11
"85 - 89",0,0,20,41,61,2021-11-11
">90",0,0,3,2,5,2021-11-11
