"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,2,22,3,27,2021-08-04
"20 - 24",3,5,49,0,57,2021-08-04
"25 - 29",3,3,98,7,111,2021-08-04
"30 - 34",1,6,170,6,183,2021-08-04
"35 - 39",4,10,205,14,233,2021-08-04
"40 - 44",7,6,310,27,350,2021-08-04
"45 - 49",10,23,591,65,689,2021-08-04
"50 - 54",19,23,1009,142,1193,2021-08-04
"55 - 59",10,22,1397,255,1684,2021-08-04
"60 - 64",10,28,1489,453,1980,2021-08-04
"65 - 69",9,35,1492,721,2257,2021-08-04
"70 - 74",12,18,1320,993,2343,2021-08-04
"75 - 79",9,14,654,689,1366,2021-08-04
"80 - 84",2,1,137,227,367,2021-08-04
"85 - 89",1,1,17,37,56,2021-08-04
">90",0,0,3,2,5,2021-08-04
