"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,20,3,24,2021-07-19
"20 - 24",4,1,46,0,51,2021-07-19
"25 - 29",2,3,94,6,105,2021-07-19
"30 - 34",1,2,167,6,176,2021-07-19
"35 - 39",1,1,195,14,211,2021-07-19
"40 - 44",3,5,299,27,334,2021-07-19
"45 - 49",6,8,582,65,661,2021-07-19
"50 - 54",14,14,996,141,1165,2021-07-19
"55 - 59",15,10,1375,250,1650,2021-07-19
"60 - 64",8,11,1482,452,1953,2021-07-19
"65 - 69",10,16,1483,718,2227,2021-07-19
"70 - 74",11,14,1318,992,2335,2021-07-19
"75 - 79",7,1,654,685,1347,2021-07-19
"80 - 84",1,0,139,228,368,2021-07-19
"85 - 89",0,0,17,37,54,2021-07-19
">90",0,0,4,2,6,2021-07-19
