"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,2,28,3,33,2021-11-06
"20 - 24",5,0,61,0,66,2021-11-06
"25 - 29",4,6,128,8,146,2021-11-06
"30 - 34",2,6,220,7,235,2021-11-06
"35 - 39",5,11,266,18,300,2021-11-06
"40 - 44",3,15,370,33,421,2021-11-06
"45 - 49",12,9,677,70,768,2021-11-06
"50 - 54",11,26,1113,163,1313,2021-11-06
"55 - 59",13,34,1505,275,1827,2021-11-06
"60 - 64",20,45,1598,498,2161,2021-11-06
"65 - 69",21,53,1578,772,2424,2021-11-06
"70 - 74",16,49,1390,1053,2508,2021-11-06
"75 - 79",14,25,693,727,1459,2021-11-06
"80 - 84",7,2,151,244,404,2021-11-06
"85 - 89",1,0,19,41,61,2021-11-06
">90",0,0,3,2,5,2021-11-06
