"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,22,3,26,2021-08-03
"20 - 24",3,4,49,0,56,2021-08-03
"25 - 29",3,3,98,7,111,2021-08-03
"30 - 34",1,4,170,6,181,2021-08-03
"35 - 39",5,10,203,14,232,2021-08-03
"40 - 44",8,6,309,27,350,2021-08-03
"45 - 49",11,22,590,65,688,2021-08-03
"50 - 54",21,22,1006,142,1191,2021-08-03
"55 - 59",13,23,1392,254,1682,2021-08-03
"60 - 64",12,26,1489,453,1980,2021-08-03
"65 - 69",10,34,1491,721,2256,2021-08-03
"70 - 74",12,19,1320,993,2344,2021-08-03
"75 - 79",9,14,654,688,1365,2021-08-03
"80 - 84",2,2,136,227,367,2021-08-03
"85 - 89",1,1,17,37,56,2021-08-03
">90",0,0,3,2,5,2021-08-03
