"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,28,3,32,2021-11-03
"20 - 24",3,1,61,0,65,2021-11-03
"25 - 29",3,5,128,8,144,2021-11-03
"30 - 34",2,5,219,7,233,2021-11-03
"35 - 39",5,7,265,18,295,2021-11-03
"40 - 44",2,13,370,33,418,2021-11-03
"45 - 49",8,8,675,70,761,2021-11-03
"50 - 54",7,28,1112,163,1310,2021-11-03
"55 - 59",14,31,1502,274,1821,2021-11-03
"60 - 64",18,39,1595,497,2149,2021-11-03
"65 - 69",25,46,1572,766,2409,2021-11-03
"70 - 74",13,47,1389,1050,2499,2021-11-03
"75 - 79",14,20,692,725,1451,2021-11-03
"80 - 84",4,2,149,244,399,2021-11-03
"85 - 89",1,0,19,41,61,2021-11-03
">90",0,0,3,2,5,2021-11-03
