"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,65,7,74,2023-03-21
"20 - 24",1,0,124,3,128,2023-03-21
"25 - 29",0,0,201,13,214,2023-03-21
"30 - 34",0,2,336,14,352,2023-03-21
"35 - 39",3,0,426,28,457,2023-03-21
"40 - 44",1,0,537,55,593,2023-03-21
"45 - 49",2,4,922,101,1029,2023-03-21
"50 - 54",5,2,1467,234,1708,2023-03-21
"55 - 59",6,4,1989,398,2397,2023-03-21
"60 - 64",12,9,2183,699,2903,2023-03-21
"65 - 69",10,13,2167,1077,3267,2023-03-21
"70 - 74",13,12,1948,1403,3376,2023-03-21
"75 - 79",18,4,1097,1016,2135,2023-03-21
"80 - 84",6,8,326,347,687,2023-03-21
"85 - 89",5,1,76,76,158,2023-03-21
">90",2,1,18,10,31,2023-03-21
