"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,56,7,66,2022-11-28
"20 - 24",4,0,116,3,123,2022-11-28
"25 - 29",2,0,194,13,209,2022-11-28
"30 - 34",3,0,330,14,347,2022-11-28
"35 - 39",4,3,412,26,445,2022-11-28
"40 - 44",2,0,527,52,581,2022-11-28
"45 - 49",4,0,907,97,1008,2022-11-28
"50 - 54",9,3,1440,221,1673,2022-11-28
"55 - 59",11,3,1946,388,2348,2022-11-28
"60 - 64",17,2,2121,688,2828,2022-11-28
"65 - 69",21,5,2097,1047,3170,2022-11-28
"70 - 74",19,9,1849,1373,3250,2022-11-28
"75 - 79",18,6,1022,982,2028,2022-11-28
"80 - 84",12,0,275,325,612,2022-11-28
"85 - 89",3,2,60,62,127,2022-11-28
">90",1,0,13,9,23,2022-11-28
