"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,46,6,54,2022-04-21
"20 - 24",5,1,106,0,112,2022-04-21
"25 - 29",4,0,178,11,193,2022-04-21
"30 - 34",7,1,311,13,332,2022-04-21
"35 - 39",3,0,395,26,424,2022-04-21
"40 - 44",7,7,493,47,554,2022-04-21
"45 - 49",8,5,877,91,981,2022-04-21
"50 - 54",16,6,1387,212,1621,2022-04-21
"55 - 59",30,10,1855,366,2261,2022-04-21
"60 - 64",21,13,2028,655,2717,2022-04-21
"65 - 69",32,19,1978,995,3024,2022-04-21
"70 - 74",25,17,1720,1318,3080,2022-04-21
"75 - 79",24,10,910,933,1877,2022-04-21
"80 - 84",10,6,215,296,527,2022-04-21
"85 - 89",1,2,42,50,95,2022-04-21
">90",0,0,6,4,10,2022-04-21
