"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,38,6,46,2022-03-03
"20 - 24",5,2,92,0,99,2022-03-03
"25 - 29",7,0,168,11,186,2022-03-03
"30 - 34",6,4,296,11,317,2022-03-03
"35 - 39",3,1,387,24,415,2022-03-03
"40 - 44",11,6,471,43,531,2022-03-03
"45 - 49",12,5,853,87,957,2022-03-03
"50 - 54",20,14,1352,201,1587,2022-03-03
"55 - 59",36,20,1802,351,2209,2022-03-03
"60 - 64",32,28,1948,623,2631,2022-03-03
"65 - 69",34,31,1885,966,2916,2022-03-03
"70 - 74",29,29,1637,1269,2964,2022-03-03
"75 - 79",20,22,848,896,1786,2022-03-03
"80 - 84",4,2,190,281,477,2022-03-03
"85 - 89",1,0,31,48,80,2022-03-03
">90",0,0,4,3,7,2022-03-03
