"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,46,6,55,2022-06-22
"20 - 24",4,0,108,0,112,2022-06-22
"25 - 29",5,0,182,11,198,2022-06-22
"30 - 34",4,0,317,13,334,2022-06-22
"35 - 39",4,2,397,26,429,2022-06-22
"40 - 44",6,0,502,49,557,2022-06-22
"45 - 49",6,0,888,91,985,2022-06-22
"50 - 54",11,2,1400,214,1627,2022-06-22
"55 - 59",18,9,1885,372,2284,2022-06-22
"60 - 64",12,9,2060,667,2748,2022-06-22
"65 - 69",28,8,2017,1008,3061,2022-06-22
"70 - 74",15,5,1756,1337,3113,2022-06-22
"75 - 79",16,5,942,943,1906,2022-06-22
"80 - 84",5,3,230,304,542,2022-06-22
"85 - 89",1,1,46,54,102,2022-06-22
">90",0,0,7,5,12,2022-06-22
