"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,3,31,4,39,2021-12-16
"20 - 24",5,3,73,0,81,2021-12-16
"25 - 29",8,4,144,9,165,2021-12-16
"30 - 34",7,18,256,9,290,2021-12-16
"35 - 39",9,17,318,19,363,2021-12-16
"40 - 44",9,22,410,37,478,2021-12-16
"45 - 49",28,43,735,78,884,2021-12-16
"50 - 54",48,55,1197,170,1470,2021-12-16
"55 - 59",42,87,1614,298,2041,2021-12-16
"60 - 64",46,105,1726,553,2430,2021-12-16
"65 - 69",58,108,1680,856,2702,2021-12-16
"70 - 74",47,100,1469,1157,2773,2021-12-16
"75 - 79",28,54,748,817,1647,2021-12-16
"80 - 84",6,5,161,264,436,2021-12-16
"85 - 89",1,1,23,44,69,2021-12-16
">90",1,0,3,2,6,2021-12-16
