"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,2,28,3,33,2021-11-07
"20 - 24",5,0,61,0,66,2021-11-07
"25 - 29",4,6,128,8,146,2021-11-07
"30 - 34",3,5,220,7,235,2021-11-07
"35 - 39",5,11,266,18,300,2021-11-07
"40 - 44",4,14,370,33,421,2021-11-07
"45 - 49",12,10,677,70,769,2021-11-07
"50 - 54",11,31,1113,163,1318,2021-11-07
"55 - 59",14,35,1505,275,1829,2021-11-07
"60 - 64",19,46,1599,498,2162,2021-11-07
"65 - 69",22,56,1579,772,2429,2021-11-07
"70 - 74",14,52,1392,1053,2511,2021-11-07
"75 - 79",15,24,693,729,1461,2021-11-07
"80 - 84",7,2,151,244,404,2021-11-07
"85 - 89",1,0,19,41,61,2021-11-07
">90",0,0,3,2,5,2021-11-07
