"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,39,6,47,2022-03-14
"20 - 24",7,1,96,0,104,2022-03-14
"25 - 29",5,1,172,11,189,2022-03-14
"30 - 34",9,2,300,12,323,2022-03-14
"35 - 39",5,1,386,24,416,2022-03-14
"40 - 44",3,4,480,45,532,2022-03-14
"45 - 49",8,6,860,87,961,2022-03-14
"50 - 54",19,12,1359,203,1593,2022-03-14
"55 - 59",26,14,1822,355,2217,2022-03-14
"60 - 64",36,23,1963,631,2653,2022-03-14
"65 - 69",35,32,1905,974,2946,2022-03-14
"70 - 74",35,31,1648,1279,2993,2022-03-14
"75 - 79",18,18,860,909,1805,2022-03-14
"80 - 84",6,4,191,284,485,2022-03-14
"85 - 89",0,0,32,48,80,2022-03-14
">90",0,0,3,3,6,2022-03-14
