"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,3,28,4,35,2021-11-26
"20 - 24",5,5,65,0,75,2021-11-26
"25 - 29",6,6,134,8,154,2021-11-26
"30 - 34",12,9,230,7,258,2021-11-26
"35 - 39",7,17,288,19,331,2021-11-26
"40 - 44",10,16,389,34,449,2021-11-26
"45 - 49",14,26,699,73,812,2021-11-26
"50 - 54",33,41,1140,164,1378,2021-11-26
"55 - 59",33,61,1537,284,1915,2021-11-26
"60 - 64",38,89,1640,522,2289,2021-11-26
"65 - 69",31,103,1619,808,2561,2021-11-26
"70 - 74",19,96,1422,1101,2638,2021-11-26
"75 - 79",21,49,712,764,1546,2021-11-26
"80 - 84",8,3,157,254,422,2021-11-26
"85 - 89",1,0,20,44,65,2021-11-26
">90",0,0,3,2,5,2021-11-26
