"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,1,47,7,58,2022-07-20
"20 - 24",5,0,110,0,115,2022-07-20
"25 - 29",3,2,184,12,201,2022-07-20
"30 - 34",6,2,322,13,343,2022-07-20
"35 - 39",4,0,399,26,429,2022-07-20
"40 - 44",6,4,506,49,565,2022-07-20
"45 - 49",5,2,890,93,990,2022-07-20
"50 - 54",9,3,1406,215,1633,2022-07-20
"55 - 59",19,3,1901,374,2297,2022-07-20
"60 - 64",11,10,2072,674,2767,2022-07-20
"65 - 69",22,8,2032,1018,3080,2022-07-20
"70 - 74",24,8,1767,1339,3138,2022-07-20
"75 - 79",16,5,960,953,1934,2022-07-20
"80 - 84",7,2,239,309,557,2022-07-20
"85 - 89",0,0,48,54,102,2022-07-20
">90",0,0,8,5,13,2022-07-20
