"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,62,8,71,2023-01-23
"20 - 24",2,0,120,2,124,2023-01-23
"25 - 29",0,0,197,13,210,2023-01-23
"30 - 34",3,0,332,14,349,2023-01-23
"35 - 39",2,1,421,27,451,2023-01-23
"40 - 44",0,3,531,53,587,2023-01-23
"45 - 49",2,0,917,97,1016,2023-01-23
"50 - 54",8,3,1454,229,1694,2023-01-23
"55 - 59",7,5,1971,394,2377,2023-01-23
"60 - 64",9,8,2161,693,2871,2023-01-23
"65 - 69",16,4,2138,1064,3222,2023-01-23
"70 - 74",18,7,1897,1389,3311,2023-01-23
"75 - 79",16,7,1061,999,2083,2023-01-23
"80 - 84",8,4,301,336,649,2023-01-23
"85 - 89",4,2,64,69,139,2023-01-23
">90",0,0,15,9,24,2023-01-23
