"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,3,31,3,40,2021-12-12
"20 - 24",7,2,70,0,79,2021-12-12
"25 - 29",5,5,142,9,161,2021-12-12
"30 - 34",8,13,251,8,280,2021-12-12
"35 - 39",10,18,310,19,357,2021-12-12
"40 - 44",8,15,409,37,469,2021-12-12
"45 - 49",26,50,724,78,878,2021-12-12
"50 - 54",32,67,1190,167,1456,2021-12-12
"55 - 59",39,91,1596,295,2021,2021-12-12
"60 - 64",44,98,1710,549,2401,2021-12-12
"65 - 69",62,103,1660,846,2671,2021-12-12
"70 - 74",41,109,1454,1149,2753,2021-12-12
"75 - 79",25,55,742,808,1630,2021-12-12
"80 - 84",6,4,160,261,431,2021-12-12
"85 - 89",0,1,22,44,67,2021-12-12
">90",0,0,3,2,5,2021-12-12
