"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,2,33,4,42,2021-12-31
"20 - 24",4,3,77,0,84,2021-12-31
"25 - 29",4,3,150,10,167,2021-12-31
"30 - 34",9,6,276,11,302,2021-12-31
"35 - 39",8,8,342,20,378,2021-12-31
"40 - 44",8,17,432,38,495,2021-12-31
"45 - 49",18,35,774,84,911,2021-12-31
"50 - 54",24,49,1259,177,1509,2021-12-31
"55 - 59",49,69,1664,316,2098,2021-12-31
"60 - 64",41,94,1800,578,2513,2021-12-31
"65 - 69",46,83,1749,891,2769,2021-12-31
"70 - 74",31,71,1524,1209,2835,2021-12-31
"75 - 79",29,45,773,844,1691,2021-12-31
"80 - 84",6,3,167,270,446,2021-12-31
"85 - 89",1,1,24,45,71,2021-12-31
">90",0,1,3,3,7,2021-12-31
