"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,38,6,46,2022-03-04
"20 - 24",6,2,92,0,100,2022-03-04
"25 - 29",7,1,168,11,187,2022-03-04
"30 - 34",6,4,296,11,317,2022-03-04
"35 - 39",4,2,386,24,416,2022-03-04
"40 - 44",10,6,472,43,531,2022-03-04
"45 - 49",13,4,853,88,958,2022-03-04
"50 - 54",20,15,1352,201,1588,2022-03-04
"55 - 59",38,17,1804,351,2210,2022-03-04
"60 - 64",29,31,1952,623,2635,2022-03-04
"65 - 69",32,32,1889,966,2919,2022-03-04
"70 - 74",30,31,1637,1270,2968,2022-03-04
"75 - 79",21,19,848,899,1787,2022-03-04
"80 - 84",4,2,190,281,477,2022-03-04
"85 - 89",0,0,31,48,79,2022-03-04
">90",0,0,3,3,6,2022-03-04
