"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,36,4,43,2022-01-05
"20 - 24",3,3,78,0,84,2022-01-05
"25 - 29",4,6,151,10,171,2022-01-05
"30 - 34",7,9,278,11,305,2022-01-05
"35 - 39",7,7,346,21,381,2022-01-05
"40 - 44",10,17,436,38,501,2022-01-05
"45 - 49",13,37,780,85,915,2022-01-05
"50 - 54",29,48,1263,180,1520,2022-01-05
"55 - 59",50,57,1679,323,2109,2022-01-05
"60 - 64",42,75,1815,584,2516,2022-01-05
"65 - 69",50,72,1759,901,2782,2022-01-05
"70 - 74",31,72,1533,1219,2855,2022-01-05
"75 - 79",29,41,779,852,1701,2022-01-05
"80 - 84",7,4,167,271,449,2022-01-05
"85 - 89",1,0,25,45,71,2022-01-05
">90",0,1,3,3,7,2022-01-05
