"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,1,46,7,57,2022-07-08
"20 - 24",5,0,109,0,114,2022-07-08
"25 - 29",4,1,183,12,200,2022-07-08
"30 - 34",6,1,318,13,338,2022-07-08
"35 - 39",3,2,397,26,428,2022-07-08
"40 - 44",5,2,505,49,561,2022-07-08
"45 - 49",6,0,890,91,987,2022-07-08
"50 - 54",10,3,1402,214,1629,2022-07-08
"55 - 59",17,6,1897,373,2293,2022-07-08
"60 - 64",10,8,2065,672,2755,2022-07-08
"65 - 69",27,10,2023,1012,3072,2022-07-08
"70 - 74",20,3,1760,1338,3121,2022-07-08
"75 - 79",23,2,949,946,1920,2022-07-08
"80 - 84",7,4,233,308,552,2022-07-08
"85 - 89",1,0,47,54,102,2022-07-08
">90",0,0,7,5,12,2022-07-08
