"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,27,3,31,2021-10-30
"20 - 24",3,1,61,0,65,2021-10-30
"25 - 29",4,4,126,8,142,2021-10-30
"30 - 34",0,4,219,7,230,2021-10-30
"35 - 39",5,5,262,18,290,2021-10-30
"40 - 44",3,11,368,33,415,2021-10-30
"45 - 49",8,10,669,70,757,2021-10-30
"50 - 54",12,19,1106,162,1299,2021-10-30
"55 - 59",19,21,1495,274,1809,2021-10-30
"60 - 64",19,25,1591,492,2127,2021-10-30
"65 - 69",19,43,1570,761,2393,2021-10-30
"70 - 74",10,40,1387,1043,2480,2021-10-30
"75 - 79",13,24,688,723,1448,2021-10-30
"80 - 84",2,3,149,244,398,2021-10-30
"85 - 89",1,0,19,41,61,2021-10-30
">90",0,0,3,2,5,2021-10-30
