"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,27,3,31,2021-10-28
"20 - 24",3,0,61,0,64,2021-10-28
"25 - 29",4,4,126,8,142,2021-10-28
"30 - 34",2,2,217,7,228,2021-10-28
"35 - 39",4,6,261,17,288,2021-10-28
"40 - 44",2,13,368,33,416,2021-10-28
"45 - 49",7,8,669,70,754,2021-10-28
"50 - 54",14,14,1103,162,1293,2021-10-28
"55 - 59",18,23,1492,274,1807,2021-10-28
"60 - 64",18,27,1589,491,2125,2021-10-28
"65 - 69",19,42,1567,761,2389,2021-10-28
"70 - 74",10,38,1383,1042,2473,2021-10-28
"75 - 79",10,26,687,721,1444,2021-10-28
"80 - 84",3,2,148,243,396,2021-10-28
"85 - 89",0,0,19,41,60,2021-10-28
">90",0,0,3,2,5,2021-10-28
