"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,64,7,73,2023-03-15
"20 - 24",1,0,124,3,128,2023-03-15
"25 - 29",0,0,201,13,214,2023-03-15
"30 - 34",1,1,335,14,351,2023-03-15
"35 - 39",3,0,425,28,456,2023-03-15
"40 - 44",1,1,536,55,593,2023-03-15
"45 - 49",3,1,921,101,1026,2023-03-15
"50 - 54",6,4,1464,233,1707,2023-03-15
"55 - 59",9,8,1984,397,2398,2023-03-15
"60 - 64",15,11,2176,698,2900,2023-03-15
"65 - 69",19,10,2158,1075,3262,2023-03-15
"70 - 74",17,19,1937,1402,3375,2023-03-15
"75 - 79",18,13,1089,1012,2132,2023-03-15
"80 - 84",8,3,323,346,680,2023-03-15
"85 - 89",5,0,75,75,155,2023-03-15
">90",1,1,18,10,30,2023-03-15
