"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,59,7,67,2022-12-21
"20 - 24",4,0,117,2,123,2022-12-21
"25 - 29",1,0,195,13,209,2022-12-21
"30 - 34",3,0,330,14,347,2022-12-21
"35 - 39",3,1,417,26,447,2022-12-21
"40 - 44",2,1,527,53,583,2022-12-21
"45 - 49",4,1,911,98,1014,2022-12-21
"50 - 54",8,5,1444,223,1680,2022-12-21
"55 - 59",10,4,1953,391,2358,2022-12-21
"60 - 64",9,9,2137,689,2844,2022-12-21
"65 - 69",18,3,2110,1055,3186,2022-12-21
"70 - 74",14,10,1864,1378,3266,2022-12-21
"75 - 79",14,11,1037,990,2052,2022-12-21
"80 - 84",14,0,284,328,626,2022-12-21
"85 - 89",4,1,61,62,128,2022-12-21
">90",0,0,15,9,24,2022-12-21
