"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,65,7,74,2023-03-28
"20 - 24",1,1,124,3,129,2023-03-28
"25 - 29",0,0,202,13,215,2023-03-28
"30 - 34",2,1,336,14,353,2023-03-28
"35 - 39",2,0,427,28,457,2023-03-28
"40 - 44",1,1,539,55,596,2023-03-28
"45 - 49",4,1,923,101,1029,2023-03-28
"50 - 54",4,0,1468,236,1708,2023-03-28
"55 - 59",6,7,1989,399,2401,2023-03-28
"60 - 64",14,7,2186,700,2907,2023-03-28
"65 - 69",16,8,2168,1080,3272,2023-03-28
"70 - 74",10,13,1956,1405,3384,2023-03-28
"75 - 79",16,3,1104,1016,2139,2023-03-28
"80 - 84",7,7,329,348,691,2023-03-28
"85 - 89",3,2,78,77,160,2023-03-28
">90",0,0,18,13,31,2023-03-28
