"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",4,0,51,7,62,2022-10-24
"20 - 24",4,2,114,2,122,2022-10-24
"25 - 29",2,1,193,12,208,2022-10-24
"30 - 34",3,1,328,14,346,2022-10-24
"35 - 39",3,2,410,26,441,2022-10-24
"40 - 44",3,3,520,52,578,2022-10-24
"45 - 49",5,1,903,96,1005,2022-10-24
"50 - 54",11,3,1428,219,1661,2022-10-24
"55 - 59",10,3,1937,384,2334,2022-10-24
"60 - 64",14,10,2103,684,2811,2022-10-24
"65 - 69",26,4,2076,1035,3141,2022-10-24
"70 - 74",19,14,1826,1358,3217,2022-10-24
"75 - 79",15,3,1007,971,1996,2022-10-24
"80 - 84",15,2,262,322,601,2022-10-24
"85 - 89",5,0,56,61,122,2022-10-24
">90",0,0,13,9,22,2022-10-24
