"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,62,8,72,2023-03-02
"20 - 24",2,1,122,2,127,2023-03-02
"25 - 29",0,0,198,13,211,2023-03-02
"30 - 34",2,0,334,14,350,2023-03-02
"35 - 39",3,1,423,27,454,2023-03-02
"40 - 44",1,1,534,55,591,2023-03-02
"45 - 49",4,2,918,98,1022,2023-03-02
"50 - 54",11,3,1457,232,1703,2023-03-02
"55 - 59",7,4,1979,397,2387,2023-03-02
"60 - 64",13,6,2168,696,2883,2023-03-02
"65 - 69",15,5,2151,1073,3244,2023-03-02
"70 - 74",14,19,1921,1398,3352,2023-03-02
"75 - 79",15,6,1080,1006,2107,2023-03-02
"80 - 84",10,4,313,341,668,2023-03-02
"85 - 89",3,0,73,75,151,2023-03-02
">90",1,1,17,9,28,2023-03-02
