"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,38,6,46,2022-03-12
"20 - 24",6,4,94,0,104,2022-03-12
"25 - 29",5,0,172,11,188,2022-03-12
"30 - 34",8,2,300,12,322,2022-03-12
"35 - 39",5,1,386,24,416,2022-03-12
"40 - 44",4,4,480,44,532,2022-03-12
"45 - 49",7,7,859,87,960,2022-03-12
"50 - 54",19,11,1359,203,1592,2022-03-12
"55 - 59",24,16,1821,354,2215,2022-03-12
"60 - 64",33,29,1960,628,2650,2022-03-12
"65 - 69",34,31,1902,972,2939,2022-03-12
"70 - 74",33,31,1646,1276,2986,2022-03-12
"75 - 79",18,19,859,906,1802,2022-03-12
"80 - 84",3,6,190,283,482,2022-03-12
"85 - 89",0,0,32,48,80,2022-03-12
">90",0,0,3,3,6,2022-03-12
