"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,46,6,54,2022-04-17
"20 - 24",4,1,106,0,111,2022-04-17
"25 - 29",5,0,177,11,193,2022-04-17
"30 - 34",7,2,310,13,332,2022-04-17
"35 - 39",4,0,394,26,424,2022-04-17
"40 - 44",8,8,491,47,554,2022-04-17
"45 - 49",9,5,875,92,981,2022-04-17
"50 - 54",17,5,1383,211,1616,2022-04-17
"55 - 59",26,13,1854,364,2257,2022-04-17
"60 - 64",21,15,2024,651,2711,2022-04-17
"65 - 69",33,24,1968,995,3020,2022-04-17
"70 - 74",28,16,1714,1315,3073,2022-04-17
"75 - 79",24,12,906,931,1873,2022-04-17
"80 - 84",9,5,212,295,521,2022-04-17
"85 - 89",2,1,40,50,93,2022-04-17
">90",1,0,5,4,10,2022-04-17
