"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,46,6,54,2022-04-29
"20 - 24",5,0,106,0,111,2022-04-29
"25 - 29",4,0,178,11,193,2022-04-29
"30 - 34",8,0,311,13,332,2022-04-29
"35 - 39",3,0,395,26,424,2022-04-29
"40 - 44",8,4,494,48,554,2022-04-29
"45 - 49",10,1,879,92,982,2022-04-29
"50 - 54",19,2,1390,212,1623,2022-04-29
"55 - 59",25,5,1864,367,2261,2022-04-29
"60 - 64",25,15,2033,655,2728,2022-04-29
"65 - 69",31,14,1982,999,3026,2022-04-29
"70 - 74",30,14,1725,1320,3089,2022-04-29
"75 - 79",23,8,913,935,1879,2022-04-29
"80 - 84",11,2,217,300,530,2022-04-29
"85 - 89",1,1,43,50,95,2022-04-29
">90",0,0,6,4,10,2022-04-29
