"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,1,48,7,59,2022-08-04
"20 - 24",4,0,110,1,115,2022-08-04
"25 - 29",3,0,186,12,201,2022-08-04
"30 - 34",6,2,323,13,344,2022-08-04
"35 - 39",5,0,402,26,433,2022-08-04
"40 - 44",8,2,508,50,568,2022-08-04
"45 - 49",7,4,890,92,993,2022-08-04
"50 - 54",8,3,1411,218,1640,2022-08-04
"55 - 59",15,5,1909,377,2306,2022-08-04
"60 - 64",16,9,2078,677,2780,2022-08-04
"65 - 69",27,5,2040,1020,3092,2022-08-04
"70 - 74",26,12,1775,1340,3153,2022-08-04
"75 - 79",24,7,967,955,1953,2022-08-04
"80 - 84",8,3,243,310,564,2022-08-04
"85 - 89",0,1,49,55,105,2022-08-04
">90",0,0,9,5,14,2022-08-04
