"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,51,7,61,2022-09-21
"20 - 24",4,0,113,1,118,2022-09-21
"25 - 29",1,0,191,12,204,2022-09-21
"30 - 34",4,0,324,14,342,2022-09-21
"35 - 39",2,0,406,26,434,2022-09-21
"40 - 44",4,2,515,50,571,2022-09-21
"45 - 49",3,1,899,95,998,2022-09-21
"50 - 54",10,2,1422,220,1654,2022-09-21
"55 - 59",9,3,1925,382,2319,2022-09-21
"60 - 64",11,7,2091,681,2790,2022-09-21
"65 - 69",17,7,2060,1027,3111,2022-09-21
"70 - 74",11,4,1806,1348,3169,2022-09-21
"75 - 79",9,2,989,962,1962,2022-09-21
"80 - 84",8,1,250,315,574,2022-09-21
"85 - 89",3,1,53,56,113,2022-09-21
">90",0,0,10,7,17,2022-09-21
