"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,62,8,71,2023-02-21
"20 - 24",2,1,120,2,125,2023-02-21
"25 - 29",0,0,198,13,211,2023-02-21
"30 - 34",2,0,334,14,350,2023-02-21
"35 - 39",2,0,423,27,452,2023-02-21
"40 - 44",1,1,533,54,589,2023-02-21
"45 - 49",4,1,918,97,1020,2023-02-21
"50 - 54",9,2,1457,229,1697,2023-02-21
"55 - 59",6,5,1977,395,2383,2023-02-21
"60 - 64",12,4,2167,695,2878,2023-02-21
"65 - 69",16,6,2148,1071,3241,2023-02-21
"70 - 74",12,10,1915,1396,3333,2023-02-21
"75 - 79",11,6,1076,1003,2096,2023-02-21
"80 - 84",9,2,312,339,662,2023-02-21
"85 - 89",4,2,70,71,147,2023-02-21
">90",0,1,16,9,26,2023-02-21
