"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,25,3,29,2021-09-09
"20 - 24",3,2,56,0,61,2021-09-09
"25 - 29",6,4,113,7,130,2021-09-09
"30 - 34",9,10,187,7,213,2021-09-09
"35 - 39",9,10,231,15,265,2021-09-09
"40 - 44",8,10,334,30,382,2021-09-09
"45 - 49",7,14,638,67,726,2021-09-09
"50 - 54",13,27,1062,149,1251,2021-09-09
"55 - 59",13,30,1439,263,1745,2021-09-09
"60 - 64",22,33,1531,469,2055,2021-09-09
"65 - 69",9,36,1529,738,2312,2021-09-09
"70 - 74",12,21,1346,1014,2393,2021-09-09
"75 - 79",4,15,674,706,1399,2021-09-09
"80 - 84",3,3,142,230,378,2021-09-09
"85 - 89",2,1,18,38,59,2021-09-09
">90",0,0,3,2,5,2021-09-09
