"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,50,7,60,2022-08-16
"20 - 24",4,1,112,1,118,2022-08-16
"25 - 29",1,0,189,12,202,2022-08-16
"30 - 34",5,0,325,14,344,2022-08-16
"35 - 39",3,0,405,26,434,2022-08-16
"40 - 44",6,2,510,50,568,2022-08-16
"45 - 49",4,1,896,95,996,2022-08-16
"50 - 54",6,4,1415,218,1643,2022-08-16
"55 - 59",13,5,1915,379,2312,2022-08-16
"60 - 64",12,11,2085,680,2788,2022-08-16
"65 - 69",18,8,2053,1021,3100,2022-08-16
"70 - 74",24,8,1784,1342,3158,2022-08-16
"75 - 79",16,7,978,957,1958,2022-08-16
"80 - 84",8,1,246,311,566,2022-08-16
"85 - 89",0,1,49,55,105,2022-08-16
">90",0,0,9,6,15,2022-08-16
