"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,53,7,63,2022-10-31
"20 - 24",6,0,114,3,123,2022-10-31
"25 - 29",2,0,193,13,208,2022-10-31
"30 - 34",3,1,330,14,348,2022-10-31
"35 - 39",2,3,411,26,442,2022-10-31
"40 - 44",3,0,523,52,578,2022-10-31
"45 - 49",5,1,903,98,1007,2022-10-31
"50 - 54",12,3,1431,220,1666,2022-10-31
"55 - 59",11,4,1938,385,2338,2022-10-31
"60 - 64",16,9,2108,686,2819,2022-10-31
"65 - 69",24,7,2082,1036,3149,2022-10-31
"70 - 74",19,11,1833,1365,3228,2022-10-31
"75 - 79",18,8,1010,974,2010,2022-10-31
"80 - 84",11,4,268,322,605,2022-10-31
"85 - 89",7,0,57,61,125,2022-10-31
">90",0,0,13,9,22,2022-10-31
