"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,46,6,55,2022-06-14
"20 - 24",4,0,108,0,112,2022-06-14
"25 - 29",4,0,182,11,197,2022-06-14
"30 - 34",4,1,315,13,333,2022-06-14
"35 - 39",4,1,397,26,428,2022-06-14
"40 - 44",7,0,501,48,556,2022-06-14
"45 - 49",7,0,887,91,985,2022-06-14
"50 - 54",13,1,1397,213,1624,2022-06-14
"55 - 59",21,8,1882,370,2281,2022-06-14
"60 - 64",13,6,2057,665,2741,2022-06-14
"65 - 69",25,10,2013,1008,3056,2022-06-14
"70 - 74",15,4,1755,1336,3110,2022-06-14
"75 - 79",19,4,938,942,1903,2022-06-14
"80 - 84",4,3,228,303,538,2022-06-14
"85 - 89",0,0,46,53,99,2022-06-14
">90",0,0,7,5,12,2022-06-14
