"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,3,37,7,48,2022-02-07
"20 - 24",9,4,82,0,95,2022-02-07
"25 - 29",2,4,164,11,181,2022-02-07
"30 - 34",5,4,288,11,308,2022-02-07
"35 - 39",9,6,369,21,405,2022-02-07
"40 - 44",11,6,459,41,517,2022-02-07
"45 - 49",17,14,826,88,945,2022-02-07
"50 - 54",28,21,1320,194,1563,2022-02-07
"55 - 59",34,38,1757,344,2173,2022-02-07
"60 - 64",30,36,1905,612,2583,2022-02-07
"65 - 69",42,40,1841,947,2870,2022-02-07
"70 - 74",33,31,1590,1255,2909,2022-02-07
"75 - 79",20,17,823,880,1740,2022-02-07
"80 - 84",5,4,180,273,462,2022-02-07
"85 - 89",1,0,28,47,76,2022-02-07
">90",0,0,4,3,7,2022-02-07
