"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,2,20,3,26,2021-07-30
"20 - 24",3,1,49,0,53,2021-07-30
"25 - 29",2,3,98,7,110,2021-07-30
"30 - 34",1,3,169,6,179,2021-07-30
"35 - 39",4,9,201,14,228,2021-07-30
"40 - 44",7,11,305,27,350,2021-07-30
"45 - 49",7,18,588,65,678,2021-07-30
"50 - 54",20,22,1001,142,1185,2021-07-30
"55 - 59",10,20,1388,253,1671,2021-07-30
"60 - 64",11,24,1484,453,1972,2021-07-30
"65 - 69",6,31,1490,721,2248,2021-07-30
"70 - 74",7,19,1319,993,2338,2021-07-30
"75 - 79",7,10,654,688,1359,2021-07-30
"80 - 84",2,1,136,227,366,2021-07-30
"85 - 89",0,2,17,37,56,2021-07-30
">90",0,0,3,2,5,2021-07-30
