"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,46,6,55,2022-06-03
"20 - 24",4,0,107,0,111,2022-06-03
"25 - 29",4,0,181,11,196,2022-06-03
"30 - 34",6,0,313,13,332,2022-06-03
"35 - 39",4,1,397,26,428,2022-06-03
"40 - 44",8,0,498,48,554,2022-06-03
"45 - 49",7,1,886,91,985,2022-06-03
"50 - 54",18,1,1392,213,1624,2022-06-03
"55 - 59",26,7,1872,369,2274,2022-06-03
"60 - 64",17,4,2052,665,2738,2022-06-03
"65 - 69",26,8,2007,1007,3048,2022-06-03
"70 - 74",17,6,1752,1334,3109,2022-06-03
"75 - 79",20,3,935,942,1900,2022-06-03
"80 - 84",5,0,227,302,534,2022-06-03
"85 - 89",0,2,46,52,100,2022-06-03
">90",0,0,7,5,12,2022-06-03
