"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,62,8,71,2023-02-27
"20 - 24",2,0,121,2,125,2023-02-27
"25 - 29",0,0,198,13,211,2023-02-27
"30 - 34",2,0,334,14,350,2023-02-27
"35 - 39",2,2,423,27,454,2023-02-27
"40 - 44",1,0,534,54,589,2023-02-27
"45 - 49",3,0,918,99,1020,2023-02-27
"50 - 54",10,4,1457,230,1701,2023-02-27
"55 - 59",6,4,1977,397,2384,2023-02-27
"60 - 64",12,5,2168,696,2881,2023-02-27
"65 - 69",14,4,2153,1073,3244,2023-02-27
"70 - 74",13,11,1918,1397,3339,2023-02-27
"75 - 79",13,6,1079,1006,2104,2023-02-27
"80 - 84",9,3,313,339,664,2023-02-27
"85 - 89",3,0,73,74,150,2023-02-27
">90",0,1,17,9,27,2023-02-27
