"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,50,7,60,2022-09-08
"20 - 24",3,1,113,1,118,2022-09-08
"25 - 29",1,0,191,12,204,2022-09-08
"30 - 34",4,0,323,14,341,2022-09-08
"35 - 39",3,0,404,26,433,2022-09-08
"40 - 44",5,0,513,50,568,2022-09-08
"45 - 49",5,0,896,95,996,2022-09-08
"50 - 54",9,3,1418,218,1648,2022-09-08
"55 - 59",9,2,1924,382,2317,2022-09-08
"60 - 64",12,5,2088,681,2786,2022-09-08
"65 - 69",15,7,2054,1026,3102,2022-09-08
"70 - 74",17,4,1799,1347,3167,2022-09-08
"75 - 79",6,4,987,960,1957,2022-09-08
"80 - 84",8,2,247,312,569,2022-09-08
"85 - 89",1,0,51,55,107,2022-09-08
">90",0,1,9,7,17,2022-09-08
