"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,1,48,7,59,2022-08-05
"20 - 24",4,0,110,1,115,2022-08-05
"25 - 29",3,0,186,12,201,2022-08-05
"30 - 34",6,2,323,14,345,2022-08-05
"35 - 39",5,0,402,26,433,2022-08-05
"40 - 44",8,2,508,50,568,2022-08-05
"45 - 49",7,5,890,93,995,2022-08-05
"50 - 54",8,3,1411,218,1640,2022-08-05
"55 - 59",15,3,1910,377,2305,2022-08-05
"60 - 64",15,9,2079,677,2780,2022-08-05
"65 - 69",26,5,2043,1021,3095,2022-08-05
"70 - 74",24,12,1777,1340,3153,2022-08-05
"75 - 79",22,6,970,955,1953,2022-08-05
"80 - 84",8,3,243,310,564,2022-08-05
"85 - 89",0,0,49,55,104,2022-08-05
">90",0,0,9,5,14,2022-08-05
