"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,50,7,60,2022-09-13
"20 - 24",4,0,113,1,118,2022-09-13
"25 - 29",1,0,191,12,204,2022-09-13
"30 - 34",4,0,323,14,341,2022-09-13
"35 - 39",2,0,405,26,433,2022-09-13
"40 - 44",4,0,514,50,568,2022-09-13
"45 - 49",4,0,897,94,995,2022-09-13
"50 - 54",8,3,1420,219,1650,2022-09-13
"55 - 59",9,2,1923,382,2316,2022-09-13
"60 - 64",11,7,2089,681,2788,2022-09-13
"65 - 69",14,11,2055,1026,3106,2022-09-13
"70 - 74",15,3,1802,1348,3168,2022-09-13
"75 - 79",6,2,989,961,1958,2022-09-13
"80 - 84",9,3,248,312,572,2022-09-13
"85 - 89",1,2,51,55,109,2022-09-13
">90",1,0,9,7,17,2022-09-13
