"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,28,3,31,2021-11-02
"20 - 24",3,0,61,0,64,2021-11-02
"25 - 29",4,5,127,8,144,2021-11-02
"30 - 34",1,6,219,7,233,2021-11-02
"35 - 39",4,7,265,18,294,2021-11-02
"40 - 44",2,13,370,33,418,2021-11-02
"45 - 49",9,11,671,70,761,2021-11-02
"50 - 54",8,25,1111,163,1307,2021-11-02
"55 - 59",14,27,1502,274,1817,2021-11-02
"60 - 64",20,33,1593,495,2141,2021-11-02
"65 - 69",23,44,1571,766,2404,2021-11-02
"70 - 74",13,44,1388,1047,2492,2021-11-02
"75 - 79",15,20,689,725,1449,2021-11-02
"80 - 84",4,2,149,244,399,2021-11-02
"85 - 89",1,0,19,41,61,2021-11-02
">90",0,0,3,2,5,2021-11-02
